,tunes
840,d4d4d4d4|e3de2a2g2e2d4|e4d4ABG2A2E2|A2F2G2E2F2G2F2d2||g2a2edg2a2AGd4|e3de2a2a2e2d4|e3fd4A2G2A2E2|A2F2G2F2F2G2EF3||e4a2gae'2b2d'2gf|e4f2g2gfe2f2de|g2a2b2g2g2a2f2e2|d2A2G2B2A2d2d2B2||gf3a2bd'd'4d'2gf|e4efg2gfe2fe3|g2b2d'2a2d'2b2d'2g2|a2b2b2f2a2f2fge2
841,d4B2d2d2B2G2B2|d4d2edefe2d4|d2ABd2BAA4G2A2|d2BAA2G2A2d2BAB2||dBd2B2d2d2A2G2A2|d4d4e4d4|d2ABd2BAA4G2A2|d2A2BAG2A2d2d2g2||a4d'4g2a2d'bd'2|b2d'2d'4d'4e'd'a2|g2a2bad'2a2b2a2g2|d'4g2d'2a2gaga3||ga2bd'4g2a2b2d'2|d'2bd'd'4d'4e'd'a2|a4bd'a2g2e2edef|a2gad'2agg2e2ded2
842,d2e2e4e2d2G2d2|f2d2d2e2g2d'2d'3b|a2e2f3ed4e2a2|d'2abd'ba2ga3b2d'2||d4efe2ded2G2d2|gfd2d2e2g2d'2d'3b|a2effgfed4e2a2|d'2ad'ba3aga2ab2a||d'4d'4g2e'2d'4|d'4d'3ag4a2ga|b2d'2d'4bab2d'ba2|d'4g2agg3aa2g2||bd'3d'4fae'2d'4|d'2bd'abd'2bag2a2ga|e'2d'2e'2d'2b2a2agd'2|d'4a4g4g2a2
843,E4E2F2ABE2G2A2|A2G2A2d2d2G2G4|D2FGGFG2A4B2d2|d2A2F2D2D4D4||E4E2F2B2EDG2AG|A2G2A2B2d2G2G4|D2F2G4A4B2d2|d2G2F2D2D4E2de||gad2e2d2f2d2d2ed|d4d4d4e2f2|g2d2gae2d4fge2|d4d4G2FEE2f2||gad2e2d2f2d2d2ed|d4d4d4e2d'2|a2e2g2e2gag2e2d2|fgd2d3BG2F2E3D
844,e4f2e2fge2d2e2|A2d2e2f2a2d'2d'2ag|e2f2g2efg2e2f2g2|fg3a2b2a2g2f4||e4gfdefge2d2e2|AGd2fef2a2d'2d'2a2|e2f2g2efa3gfg3|e2gaa2b2a2b2abd'2||d'4d'4d'e'3d'2e'd'|d'4d'4d'2b2b4|g2abd'bd'abd'2bd'2f2|g2abf2a2a2b2d'4||d'4d'4d'e'f'2d'4|d'4d'4d'3baba2|bd'3d'4abfgd2f2|g2d'2f2a2a2f2d2e2
845,dBd2deg2Ad3e2fe|ABA2ded'2a4d'4|B2d2g2d'2gfe2e2a2|d'4d'2g2f2d2d4||BABdefgfAd3e3d|d2A2dgd'2a4d'4|efdeg2baagefgag2|abd'2a4f2d2d4||d'4d'2e'2f'e'd'2e'd'e'2|f'2e'2a2gea3bef3|e'2d'2e'd'2bd'4e'2d'2|d'2f'2d'2a2efd2d3e||bd'2be'f'e'2d'2e'2e'2d'b|d'2g2a3gd'agaf2ga|bd'2e'd'4d'4e'2d'2|ad'e'2d'4a2e2f2e2
846,d2B2A2F2AG3A2B2|d2E2G4GA3D2FG|AB3AGE2G4G4|A2F2D2E2D2E2E2F2||d2B2AGEFG4A2B2|d2E2F2G2G2A2D2FG|A4AGE2G4G4|ABF2D2E2D2E2E2G2||d4e4e2f2e2d2|d2e2e2f2e4B2d2|G2d2de3d4d4|A2GFE4D2E2E2G2||d4d2e2e2f2e2d2|d3ee2f2e4B3d|A2d2d2B2B2G2A2d2|A2F2E4D2E2E4
847,e2f2f2e2g2feded2|g2f2e2g2a2d'2b2a2|efe2e2fee4d4|d2e2efd2fe3e4||e2f2gfe2g2f2ded2|g2f2efg2a2d'2b2a2|efe2ef2ee4d4|de2ffed2e4e4||d'e'd'2d'4d'4d'2e'd'|d'4d'3bd'4d'4|d'4d'4b4a4|g4f2d2e4e4||d'e'd'2d'4d'4d'4|e'2d'e'd'4d'2e'd'd'2bd'|e'2d'2d'e'd'2b4a4|g4f2d2e4e4
848,e2d2f2g2g4d2g2|b2a2a4g4e2de|e3dg4a4gf3|e2dee2ded4d4||e2d2f2g2g2agd2fg|b2aba3bg4e2de|e2d2g3aa4fgf2|e2dee4d4d4||f4a2g2f2e2d2e2|g4e2d2BdA2B2d2|e4a2gfe2d2d2f2|f2e2e4d4d4||f3ga2g2f2e2d2e2|g4e3dBdA2B2d2|e4a2gfe2d2B2f2|f2e2e4d4d4
849,"E2F2F2E2D2E2A,2D2|D4GFGAA2G2E2G2|GABdG2E2D2FEB,2D2|D4AGE2G2d2ABg2||E2FGFE3D2E2A,2D2|D4F2G2A2G2FEFG|GAd2G2E2D2FEB,2DB,|D2E2E2A2B2F2d2A2||AdD2EFG2FE3A,2D2|EDEDE2F2E2G2EFE2|E2G2d2E2BAE2D2B,2|D4G2E2E2F2E2d2||ABD2EFAGFE3B,A,D2|EDEDE2FEE2G2E4|E2GAF3GE2DEEFAG|D2A2G2E2d2G2G2ED"
850,B2d2f2d2gafef2e2|d4d2Bde2a2b2gf|e2d2e2d2g3aa4|g2e2e4fgfge2d2||dBd2g2d2g2feefe2|d4d2Bde2a2b2gf|e2d2e2d2g3aa4|g2e2e4f3gefa2||bd'3d'e'd'2e'2d'2d'4|a2d'2d'4d'2e'2d'4|d'4e'2d'2d'4b2g2|f2e2d2feg3fefa2||ad'3d'e'd'2e'2d'2d'4|a2d'2d'4d'2e'2d'2e'2|f'2d'2e'2d'2d'4b2g2|f2e2d2e2g4efd2
851,d4B2G2d2G2G4|d2A2d2G2d4A2d2|d4d2A2B2A2B2G2|A2d2d2e2e2d2d4||d4B2G2d2G2G4|d2A2d2G2d4A2d2|d4d2A2e4d2B2|A2d2d2e2e2d2d4||efd2g4a2fed2A2|d2e2e4g2a2a2b2|bag2ga3a2fee2d2|A2B2e4g2d2d4||e2d2g4a2fed2A2|d2e2e4g2a2a2b2|b2d'2d'2baabg2g2fe|g2f2d2e2g2d2d4
852,E4F2E2F2DED2EF|A2D2E4E2D2DE2F|G2F2G2F2F2E2E3F|F2A2B2A2d4d2B2||E4F2E2F2D2D2E2|A2D2E4E2D2D2E2|G2F2G2F2F2E2E4|GFA2B2A2B2d2d2e2||AB3dBd2edefe2d2|B2d2d4e2f2gfd2|A2d2d4e4d4|d2G2A2BdB2d2d2g2||A2B2dBd2edefe2d2|B2d2d4e2fgg2e2|d'2dBe2d2d4BA3|B2G2A2B2B2d2d2B2
853,B2A2A4D2d2d2A2|d2B2d2A2G2A2Bd3|d4A2G2E2FGded2|a4e'd'gafgd'2e2d'2||d4G2A2D2d2d2A2|dB3d2A2G2A2B4|d2gaedBdd2ABe2d2|d2efBAg2e2BAefdB||e4e4e2a2a2f2|g2a2b2agfed2d4|d2e2e4gfefgaef|e3fedg2g2d2B4||e4e4e2a2a2f2|g2a2b2agfed2d4|e2a2ag3a4a2ba|gfe2e2d2d2e2e2d2
854,"D3EE2F2A2FED4|B,2E2A2FEE2F2E4|EFD2E2G2A2G2E2AB|G4E4ED3D4||D4E2F2A2FED4|B,2E2A2FEE2F2E4|E2D2E2G2A2G2E2AB|G4E4ED3D4||A4A2B2A2EFD2E2|D2G2d4G2F2E4|F2E2F2A2G2F2A4|B2G2F2E2D4D2E2||A4A2B2A2FED2E2|D2G2d4G2F2E4|FE3F2AGG4F2E2|E4F2E2ED3D4"
855,A4A4d2f2g4|a2f2g2d2f2e2A2d2|B2A2A4d4e2f2|g2e2d2B2A2d2A2B2||d4ded2g2e2g4|a2f2g2d2fge2ABd2|B2A2A4d4e2f2|g2d2d2B2A2d2d2e2||abe2e2f2a4a4|g2fee4g2a2d'2bd'|a2e2abg2a4g2ef|a2g2g2d2A2d2e2b2||bd'e2e2f2g2b2a4|g2fee4g2a2d'2b2|age2d'2aga4f4|a2g2g2d2A2d2d2B2
856,"A4A2EFE2F2G4|A2d2d4d2G2G2AG|A2d2AGEFD2E2G2DE|E2D2D2E2D2E2DEFE||G2A2G2EFE2F2G4|A2d2d4d2A2G4|A2d2G2EFD2E2G2D2|D2F2E2A2AGE2F2ED||DED2deG2G4G3F|E2A2ABA2d3BA2G2|D2E2d2G2F2D2G2D2|B,2D2E2F2D4D4||D4deGFFG3G3F|E2AGA4d2BAA2G2|D2E2d2GFF4A4|D2E2E4F2E2G3F"
857,"E4F2E2F2G2E2DE|D3EA2G2G2E2E2F2|F3GA2G2F2G2D2EF|A,2D2B,2EDD4D2F2||E4F2E2F2G2D3E|D3EA2G2G2E2E3F|F3GGAG2EFAGD2G2|D2FGE3FAGD2G2d2||E4D4E2F2D4|E2G2F2G2G2E2E3D|E2G2E4D2G2D4|G2d2F2G2G2E2G2d2||E4D4E2F2D4|E2GFF2GFG2E2DE2D|E2G2DE3D2G2D4|B,2D2E4G2D2D4"
858,d4d4G2e2B2A2|B2e2d2e2f2gaf2e2|e2d2d2B2GFA2B2d2|fgf2a2d2e2d2ded2||d4d4G2e2B2A2|A2e2d3ef2g2f2e2|e2d2d4F2A2Bd3|d2g2d2g2e4d2f2||a2d'2d'4d'2b2g2a2|d'bd'2b2a2g4g4|edb2d'2b2a2g2efg2|de3e2a2f2g2fgf2||a2d'2d'4d'2bag2a2|d'bd'2b2a2g4g2fg|f2a2f2g2e2d2d4|d2fgg2e2gae2e2d2
859,d4d2edBde2d4|e3fag3abd'2b2g2|e2d2d2f2d4d4|f2g2de3d2BAA2d2||d4d2edBde2d4|edefgag2a2d'2bag2|e2d2d2f2ed3d2eg|g2f2e2d2d2e2d2e2||e'2d'2d'4e'2d'2d'2f'e'|d'4d'2e'2e'f'e'2d'2e'2|d'4b2d'2d'e'3d'2a2|b2d'2a2d'2d'2b2a2ga||d'e'd'2d'4e'2d'2d'4|d'4d'2f'2e'f'e'2e'2d'2|g'2d'2e'2d'2d'4d'3b|bd'g2f2d2e2d2d4
860,E2FGE4D4E2D2|E2A2F2A2d4BdA2|F2G2D2F2E4G4|E2G2A2F2D4D2E2||E2FGE4D4E2D2|E2A2FEA2Bd3BdA2|F2G2D2F2EDE2G4|D2G2A2F2D4D4||G4G4GFG2G4|G2B2A4A2d2G4|E2A2E2G2G2A2A2d2|G2E2G2E2D4D4||G4G4GFGFGFG2|G2B2A4A2dBG4|E2A2E2G2G2A2A4|GF3G2E2D4D4
861,e4d4e2d2dBd2|g4efd2f2d2d4|e4e2d2f2d2d4|e4g2f2d4d4||e4d4e2d2d4|g4efd2f2edd4|e4e2d2f2d2d4|e4g2f2d4d4||a2f2e'2d'2d'2b2d'2b2|d'4e'2d'2b2d'2d'2a2|f2g2d'4d'2a2f2e2|de3g2fed4d4||a2g2e'2d'2d'2bd'd'2b2|d'4e'2d'2bd'3d'2a2|g4d'4bd'a2f2e2|de3g2fed4d4
862,"E3FF2E2D2E2D4|D2B,DF2D2FE3E3F|G2A2G2E2D2E2E2B,2|D3EGFA2A2d2d4||E3FF2E2D2E2DB,D2|D4F2D2E4E3F|G2A2GFE2D2E2E2D2|D2G2d4f2d2d4||FGE2G2AGA2d2d2B2|dBd2d4d4d3B|FGFEB2G2A2B2F2D2|G2D2G4d2A2d2e2||EFEDG2AGA2d2d2B2|dBd2d4d4d3A|F2G2A2d2AB3B2d2|F2BdA2B2d2A2A2G2"
863,e4d4A2d2B2A2|F2A2d4e2g2f4|e4e2d2A4d2A2|A4G4GA2BG2A2||e4d4A2d2dBA2|F2A2d4e2g2fgf2|e4e2d2A4d2A2|A4G4G2A2A2g2||a2gfg4a4e2a2|gfb2bag2a4g2f2|e4g2a2g2f2d4|d2A2G4G2BAABg2||a2gfg4a4efa2|gfb2bag2a4g2f2|e4g2a2g2f2d4|d4Bd2ed2B2A4
864,e4f2e2d2f2d2A2|a2d'2a2f2d4d4|e2f2g3ffgf2d4|g2b2a2g2e2d2d4||e4f2e2d2f2d2AB|gad'2a2f2d4d4|e2f2g3ffgf2d4|g2d'2b2g2g2fge2g2||d'4d'2b2d'4b2a2|e'4e'2d'2f'2d'2d'4|d'2b2d'3bf2g2g2d2|efb2d'2bd'a4a2g2||d'4d'2b2d'4b2ab|d'e'3e'2d'2f'2d'2d'4|e'2d'2d'4e4d3B|e2a2g2efg2e2e4
865,d2A2GAF2d2E2GAG2|d2B2A2BAd4BAd2|d4d2A2d2B2d2e2|g4f2e2d4d2A2||d2A2G2F2d2E2G4|d3BA4d4BAd2|d4d2A2d2B2d2e2|g3af2e2d4e4||g4g2feefe2e2f2|aga2g2e2e4b2a2|b4b2gfabg2e2d2|d2A2G4A2d2d2a2||g4g2feefe2e2f2|aga2g2e2ed2eb2a2|b4b2g2abg2e2d2|d2A2G4A2d2d2A2
866,"D4D2A,B,B,2D2D4|D4G2E2F3EE2DE|E2D2D4D4E2D2|A2E2B2G2F2D2D4||D4D2A,B,B,2D2D4|D4G2EDEF2EE2DE|E2D2D4D4E2D2|GAE2B2G2GE2DD2B,A,||E4E4G2D2E2D2|D2F2A2F2E2G2G2E2|G2AGBAG2B2FGG3F|G4G4G2E2D4||D2G2A2E2F2D2E2D2|D2F2A2FEE2GFGFED|G2d2e2d2F2A2d3B|A2GFA2G2G2EDD4"
867,d4B2d2BdA2G4|B2G2d2B2e2B2B2d2|d4d4d4B2G2|B2G2F2D2D4D3E||d4B2d2d2A2G4|B2AGd2B2e2B2B2d2|d4d4d4B2G2|B2G2FED2D4D2E2||a2g2g2e2e4e2g2|b2a2g3fe2gff2g2|a2b2a2g2e4g2b2|b2fgg2fee4e2f2||a4g2e2e4e2g2|b2a2g3ee2g2f2g2|a2b2a2g2e4fgbd'|b2fgg2e2g2e2e4
868,d4d2fegad2d4|d4Bd3f2gfd4|d2e2dea2g2e2e2a2|d'4d'2a2abf2g2e2||d4d2fea2d2d4|d2BdBd3f2gfd4|d2e2d2a2g2edegab|d'4agd'bf2d'2a2d'2||gad'2d'2e'd'e'2d'2d'2e'2|d'4d'2e'd'aba2g2ab|b2d'2d'4bad'2d'4|d'2bd'ga2gg2d'2a2d'b||fgd'2e'2d'e'd'4d'e'3|d'2bd'd'2e'd'd'2a2g2a2|bd'2e'e'2d'2d'2gbbae'2|e'd'3d'2aga2gae3d
869,"G4A2d2A4E2G2|A3BA2d2d2GAA2G2|F2E2A2G2G4F2G2|E4A2E2F2D2D2B,2||G4A2d2A3GE2G2|A2BAA2Bdd2GAA2F2|F2E2A3GG4F2G2|E4A2E2F2D2D2B,2||G4G2A2dB3F2G2|A2G2EFE2d2E2A2DE|G2F2F2E2G4E2A2|G2d2A2G2A2G2A2G2||G4G2A2dB3F2G2|A2G2E4d2E2A2D2|G2FEF2E2G4E2A2|G2d2A2G2A2G2A2G2"
870,F4G2A2F2E2A4|A2G2d2e2d2B2G2F2|A2G2A2G2FEDEA2E2|A2F2E2G2FED2D2G2||FEF2G2A2F2E2A4|AG3d2e2d2B2GF3|AG3GAG2E2D2A2E2|GAG2E2G2E4G2e2||a2A2G2AGB2A2G2dB|B2d2Bd3d4B2AB|d4GA3E2G2F4|F2B2F2G2E2D2G2d2||a2A2G2AGB2A2G2B2|B2d2B2d2d4BA2B|d3BG2AGG2A2F4|F2B2FEG2F2D2D4
871,BdA2A2F2G2E2E2G2|BdG2A4d2e2d4|e2d2d2GAG2E2F4|G2E2A2E2G2ABAGba||d2ABA2EFG2D2EFG2|d2GFA4d2e2d4|e2d2d2GAA2F2G2E2|G2E2A2E2G4G4||d4d3eg2fgf2d2|d2e2e2f2gfe2d3B|ABd2e2fga4g2d2|d2A2G4G3AA2G2||d4d2efe4d3B|d2e2e2f2gfe2d2B2|A2d2e2g2g4gage|d2A2G2F2G3AA3G
872,F2G2FGE2A4E2GA|d2A2A2d2d4B2G2|G2A2A2G2A4A2d2|d2f2d4d2G2F2G2||F2G2F2E2A4E2G2|d2A2A2Bdd4B2G2|F2A2AG3A4A2d2|d2fge2d2d2G2E2GF||e2d2e4feg2efd2|d4e4d4BdA2|G2B2e2d2e4ded2|defgf2a2d'4d'4||e2d2e4f2g2efd2|d4e4d4B2A2|G2Bdd4B2G2FEG2|d2e2d4d2B2A4
873,B2d2A2B2B2A2G2A2|d4d4e4d4|d4A2B2ABA2G4|G2d2G2B2d4d2A2||B2d2A2B2dBA2G2A2|d4d4e4d4|d4A2B2B2A2G4|G2d2G2B2d4e4||b2e2e2f2f2g2f2g2|agf2d2e2g4g2e2|d4A2d2A4B2d2|B2A2A2B2d4e2g2||b2e2d2fef2g2f2g2|agfed2e2g4g2e2|d4A2dBA4BAd2|B2A2A2B2d4d2A2
874,d4d2edfgd2B2e2|g2e2d2e2e3dB2d2|d4d2e2f2d2d2ef|a2b2a2g2g2a2g4||d4d2edg2d2B2d2|g2e2de3e4B3d|d4de2df2d2d2ef|a2b2a2g2g2a2abe'2||d'2e'2d'e'f'2e'2d'2d'2e'2|d'3e'e'3d'd'2f'e'd'4|d'2e'2d'2f'e'd'3e'e'd'3|d'2gaf2g2g2a2a2d'2||bd'3e'f'3e'2d'2d'2e'2|d'4d'4d'2f'e'd'4|f'2d'2e'4d'2abd'2e'd'|d'2a2gfg2g2a2gae2
875,D4D4D2E2E2D2|E2D2FE3D4D4|EF3D2EFED3E2D2|E2D2D2FEF2G2ABAB||D4D4D2E2E2D2|E2D2E4D4D4|EF2GD2E2ED3E2D2|FGABG2A2d2A2d2ga||d4d4B2d2ABd2|A4dBd2d4A2d2|e4e2d2d4A4|D2G2D2d2GFAGA2B2||d4d4g2A2ABd2|A4B2d2d4d2B2|A2G2AGA2A2BAdeBA|d2ABd2FGd2A2AG3
876,e2f2e4f2d2d2e2|f2e2agefd4d4|a2e2agfgg2f2g4|gaf2d2e2e2d2d4||ef3e3df2d2d2e2|f2e2g2efd4dBd2|d'2a2d'2bad'2gegag2|a2gfd2e2e2d2d2e2||d'2a2gfa2a2f2d2e2|g4d2e2fed2dBf2|d'2a2b2a2d'2b2a2g2|g2f2e4e2d2d2e2||d'2bagfa2a2f2d2e2|g4d2e2fed2d2f2|d'b2d'a2d'2d'3bd'4|b2g2e4f2d2d4
877,G4GA3D2G2G2BA|d4d2B2A2B2E2A2|A2f2B2A2GFA2edf2|g2f2g2e2ded2d4||G4GA2GD2G2G2A2|d4d2B2A4E2A2|GAfgBA3GFA2e2f2|g2f2g2e2ded2d4||fge2g2agd2g2f2g2|g2e2d2ede2B2A2d2|f2g2a2g2a2e2gad'b|g2f2e2gfe2d2d4||f2e2g2agd2f2f2g2|g2e2d4e2B2G2d2|ed3d2f2a2d'2d'2ag|g2f2e2g2e2d2d4
878,A2B2A4A2E2A2F2|A3GA2F2G2A2ABA2|B2ABd2B2A4A2G2|d4d2e2e2d2d4||A2B2A4A2E2A2F2|GAG2A2F2G2A2BA3|ABABd2B2A4A2G2|B2d2d2e2e2d2d2e2||a2d2d2e2g2e2d2f2|d2B2d2e2f2g2e2g2|f2d2g2e2a2g2e2d2|e2ded4f2d2d2e2||a2d2d2e2g2e2d2f2|d2B2d2e2f2g2e2g2|g3aa2g2bd'a2ga3|g2e2d4f2d2d4
879,gfG2A2G2A2f2d2B2|A2G2A2D2E2D2G3A|d2G2B4d2e2d2e2|a2g2e2g2g2e2efe2||gfG2AG3A2fgd2B2|A2G2A2D2D4G4|d2G2B2A2d2e2d2e2|a2g2e2g2gfe2efe2||ded'2d'2bd'd'4d'4|efa2a4agd2d4|e2d'2d'4e'd'2e'e'd'2b|abf2e2f2g2e2e4||d2d'2d'e'd'2d'2a2d'3a|d'2a2a4a4ab2d'|e'2a2d'4ba3d'4|d'2fge2f2g2e2e4
880,d4d2A2G4D2A2|F2AGB2d2d4A2d2|d2BAB2G2G3AE4|D2F2G2E2D4D4||d4d2A2G4D2G2|F2G2ABd2d4A2d2|d2BAB2G2G3AE4|D2EFG2E2D4D4||d4e2g2agf2ed3|d2g2a2f2e2ded4|dBd2e2g2g2deBAd2|d4d4FE3D4||d4e2g2age2d4|a3ba2f2e2ded3B|dBd2deg2f2deB2d2|B2d2d4FE3D4
881,d2e2e2gfga3g2e2|d4g2f2g3ad'2a2|d2e2g4a2fgd2A2|G2A2B2d2d2A2A2G2||d2e2e2f2g2a2g2e2|d4g2f2g3ad'2a2|d2e2g4a2g2d2A2|F2AGB2d2d2A2A2G2||b2d'2d'2bag4b2ag|a4a2g2a2b2g4|d'4d'2fed4d4|A4A2d2d2A2A4||b2d'2d'2bag3ab2ag|ab2aa2g2a2b2g4|d'4d'2ged4d4|A4A2d2d2A2A4
882,B2d2d2B2B2d2e2d2|B2e2d2e2g2e2A2d2|d4d2B2A4de3|e2d2d2g2g4gag2||B2d2d2BABd3e2d2|B2edd2e2g2e2A2Bd|d4d2B2A4de3|e2d2d2g2g2bd'bd'3||e2a2a2d'2e'4d'4|a2gaa4d'4d'2a2|g2d'2d'4d'4d'3b|d'2abd'4d'4d'4||e2a2a2d'2e'4d'4|bagaa3bd'4d'2a2|gad'2d'4d'2a2a3g|babd'e'2d'2d'2aba2g2
883,F2G2D4D2A2F2E2|DE3AGD2ED3G2E2|EF3D4D2G2G2D2|E2G2BAd2FGA2d4||F2G2D4D2A2F2E2|D2E2G2D2D4G2E2|EF3D4D2F2G2D2|E2G2E4d2G2B2f2||efd2d4d4B2A2|e2gfefedd4d4|f2d2Bd3d4G4|E2D2D2G2E2F2F2G2||e4e4g2BAB4|e2gfefedd4d4|e2g2a2f2d4GAG2|G2A2A2E2d2G2A2G2
884,A3BG2A2d2e2d4|d2e2e2g2e2d2B2A2|A3Bd2BdGAB2d2B2|d2BdB2EFABA2GAB2||d4A4d2e2d4|d2e2e2g2e2d2dea2|d'4d'2g2gae2d2e2|AGg2F2d2d2A2B2dB||g2a2aba2a4e'2ba|g4g2efd3BBABA|ed3g2f2d2e2efe2|d2efd2g2d2g2ga3||g2a2aba2bd'3d'3a|g4g2e2e2dee2d'2|b2d'2a2g2gad2d2e2|G2ABd2B2g2d2BdA2
885,"D4D4EFA,2D2E2|GFB,DD3EE2D2D4|D2E2D2FGG2D2GAE2|B2D2E4E2F2G2A2||D4D4F2A,2D2E2|F2B,2D4E2D2D4|D2E2D2F2GFD2GAE2|B2D2E4E2F2G2A2||ABDEG2AGd2E2d2AG|G4A2dBB2d2dBd2|d2FEd4e2BAd2A2|G2E2D4E2G2G2A2||A2E2G2AGd2E2d2AG|G4A2dBB2d2B2d2|d2GFd4d4d2B2|e2d2d2B2d2G2G4"
886,d4d2B2d4d4|efdee2d2d4A2B2|d4d4G2Bde4|a4g2efe4d4||d4B4A2e2d2BA|fge2ded2d4A2g2|bd'3d'4e'2d'2aba2|f2e2ga3e2d2d4||a4g2efg2d'2e'2d'2|d'4d'2agd4ABd2|f2d2a2f2b4abab|d'2bd'a2d'2d'4d'4||aba2bd'3d'e'abd'e'd'a|d'3bbd'age2d2B2e2|a2d'2d'4abgfa2d'2|gag2g4f2d2B2A2
887,d4d2A2A2d2G2A2|efa2d'2agg2d2d4|e4d2A2A4FG3|A2d2A2FGDED2D2E2||d4d2A2A2d2GFA2|efa2d'2agg2d2d4|e4d2A2ABA2F2d2|d2g2F2A2e2G2FEG2||d2B2A4d2G2D2E2|a2d'2gag2g2d2d4|d2efB2d2B2E2G3F|d2a2f3gd4G2B2||d2B2A4dBG2D3E|a2d'2ga2gg2d2d4|d2e2B2d2B2FEG2B2|G2BdA2G2dBG2d2G2
888,B2A2A4d4d4|d4d2A2d4d3e|d2B2d2A2d2ede2a2|bd'3d'bgfe2d2d4||B2A2A4d4d4|d4d2A2d4d2e2|e2A2d2A2d2edefa2|bd'3a3ge2d2de3||g3fg2a2d'2b2d'4|b4d'3ba2g2d3e|e2a2d'2b2ag3gaef|d'2e'f'd'2a2g2e2e2g2||g3fg2a2d'2b2bd'3|d'2bd'd'3ba2g2d4|f2gag2f2e2d2dega|g2e'2d'2feg2e2d4
889,B3dd2B2A4D2G2|G2d2e2a2b3d'a2gf|e2d2d4d2A2F2B2|FGd2A2E2G2A2A2F2||B3dd2B2A4D2G2|G2d2e2gab3d'a2gf|e2d2d4d2A2F2B2|F2d2AGE2G2A2A2de||g2B2d4BA3G2BA|A2d2f2e2d4d2B2|BA3d4A2d2d4|d4F2E2E2A2A2d2||g2dBd4BAG2G2A2|A2d2f2e2d4d2B2|BA3d4A2d2B2e2|a2e2d4f2B2A2G2
890,d4e2f2fg3a2b2|a2g2d'e'abg2a2B2A2|d4d2e2f2g2a4|a2d'2e'2d'2a4a2ga||d4e2f2g4ab3|a2gad'2a2a2baA4|d4d2e2f2g2a3g|abd'e'd'4d'3e'd'2e'2||f'g'e'd'a2d'ad'2abb3a|d'3bg3ab2d'2d2g2|d'4a2d'bg2a2agba|a2d'2d'4abd'2d'4||f'g'd'2bd'2ad'2b2b2d'b|d'3bg2a2d'4e2a2|gad2g2baa4a4|abd'2e'2d'2bd'b2d'bd'b
891,efe2e2d2efd2e2d2|d4fge2e2dBd4|e3ff2d2e2d2e2d2|fge2d2A2d4B4||efe2e2d2efd2e2d2|d4fge2e2dBd4|e3ffgd2e2d2e2d2|fge2d2A2dBd2B2e2||gag2a2d'2d'4d'3b|d'4d'4d'3bg2fg|d'4d'4d'4d'2a2|f2e2d2B2B2d2d4||gag2a2d'2d'4d'3b|d'4d'4d'4e'4|e'2d'bd'4d'4d'2a2|f2e2d2B2B2d2d2B2
892,G2FGdBABd2G2ABA2|E2A2G2E2D2E2F2G2|B2A2e2g2gaf2ed3|A2G2E2G2G2A2A4||G2F2BdABd2G2A4|DEA2G2E2D2E2F2G2|B2A2e2g2gaf2d4|A2G2E2F2G3AA4||GAF2d2G2d2GFd2G2|d2e2e4d4B2A2|G2F2A4A2G2Bd3|d2A2E2F2G4A4||G2F2d2G2d2GFBdG2|d2e2e4d4B2A2|GF3A4AG3B2d2|d2A2E2F2G4A4
893,"D4D3EE2D2G2E2|D4A2E2EDE2D4|D4FGE2F2D2FE3|E4F2G2A2D2D4||D2F2FGDEE2D2G2E2|D4A2EDD2E2D2B,2|D4EFE2F2D2E4|E4E2G2A2D2D4||FGE2E4G2E2F2D2|E2FED2E2D2E2D4|EF2EE2F2F2E2E2D2|E2G2E2F2A2D2D4||G4A2E2F2D2FED2|E2FED2E2D2E2D4|E2G2ABd2GFA2A2FE|EDG2E2FGAGD2D4"
894,d4d4AB3dBd2|e4e2g2gaf2d2G2|b2g2e2d2A2B2d4|e2d2e2g2efd2d4||d4d4B2A2d4|d2e2e2g2gafgd2GA|bd'g2e2d2A3Bd4|e2d2e2g2fed2d4||d'4b4d'2a2f2g2|gfefe2g2f4e2f2|d'4d'2a2d'2b2e2f2|d2B2d2e2e2d2d4||d'4b4d'2a2g4|gfefd2g2f4e2ga|a2gaa2d'2d'4d'2a2|aba2a2b2d'2g2g2e2
895,d4d4e2B2d2B2|d4d2B2BdA2A2d2|d4ef3g2d2d4|f2b2g2e2e2ded4||d4d4e2B2d2B2|d4d2B2BdA2A2d2|d4ef3g2d2d4|efb2g2e2e2d2e2g2||d'e'bag2a2d'2b2a2g2|e'2d'2d'4a2b2a2bd'|d'2b2g2d'2d'2b2g2e2|a2g2efd2e2d2d2a2||d'e'bag2a2d'2b2a2ga|e'2d'2d'4a2b2a2d'2|e'2d'2d'4d'2b2g2e2|a2g2efd2e2d2d2B2
896,e4e2d2d4A2d2|d4d4e2g2e2d2|e4e2d2B2A2A4|G2E2A2G2d4B4||e4e2d2d2B2A2d2|d4d4e2g2e2d2|e4e2d2B2A2A4|G2E2A2G2d3BB4||B2G2efG2d2G2d2A2|A2E2G2F2d4d2Bd|d2G2d2E2A2E2A2d2|A4G2A2d2B2B4||B2G2efG2d2G2d2A2|A2E2G2F2d4d2Bd|dBG2d2E2A2E2A2d2|A4G2A2B4B4
