,tunes
0,"F,2D2EDF2A2B2d4|BdB2e2d2G2A2FEA2|D2E2AG2AF4G4|B4G2E2D4E,2F,2|D2E2F2E2E2F2A2F2|F2B2DE3GF3B3d|d2fgg2e2de2fg2e2|f2e2d4d2G2FED2|F,2D2D2FEA2B2d2Bd|B4e2d2G3AE2G2|DF,E2GFG2E3FG2AG|d2B2G2E2E2D2F,4|F,2AGBdBAG2A2E2d2|B2A2A3BB2d2d2ed|g4g2f2e2fgf2e2|e2dBA3BA3dg2f2"
818,"D2EADEF,2E3DE4|BA3A2BAB2d2BAd2|A2dBB4AGA2dBd2|e4d2A2d2A2f2e2|feBAABd2d4A2GF|ABFEd4A3FF,2DE|D2E2E3FEF2GAG3|A2F2D2GFEFGAF2F,2|F,2D2D2F,2F,DEDEFED|G2A2A3FB2dBGAd2|G2BAA2B2G4d4|efe2d2G2d2B2f2B2|d2B2GAdBd2G2D2ED|F3Ed2AGEGD2D2F,2|EFD2A4F2B2B3A|B2EFE2G2F2E2AFGA"
819,"D2GAE2D2D2G2FGE2|E,2F,2D4E2DF,F,E,E2|D2G2E4E,2E2G2F,2|F,2D2G2E2GAD2E2DE|E3DA4D2E2F2D2|E,2D2F,4F,4E,4|F,2EFD4E4dBF2|G4DE3F,4F,2F2|D4D4D2EFFED2|E,2F,2D4D2F,2E,2E2|D2G2E4E,2D2GAF,2|F,2D2F2D2G2D2AGD2|BGd2d2BdA2FAD3F,|F,4D4D2E2D2E,F,|F,DEDF2D2E4d2GA|A4E2D2E,2F,2E,4"
820,"E2d2A4G2A2B2d2|d2B2d2B2A2F2FGD2|D4F4G4F2B2|F2E2GAF,2D2F,2E,2F,2|E2d2BAB2G2BAB2d2|d4d2B2A2F2A2e2|g2f2e2d2A2G2G2B2|F2E2AGF,2E2F,2E,2F,2|E2d2B4A4B4|B4d3BB2ABBdG2|G2A2B2G2G2A2G2B2|F4A2F,2D2F,2E,2F,2|E2d2B4A4B4|B4d4dBd2e2g2|g4g2e2dBGAG2dB|F4G2F,2D2F,2E,2F,2"
821,"E4D2E2D2F,2E,2F,2|E4D2E2F2G2B4|B3AG4E2D2F,4|E2D2D2F,2D2F,2D3E|E4D2E2D2F,2E,2F,2|E2DED2E2F2G2B4|B2A2G4D4F,4|E2D2D2F,2D2F,2D2E2|D2E2E2G2F2A2F4|E2A2d4B2G2G2d2|F2B2A2B2d4B2A2|A2F2D2F,2F,4D2EF|E4E2AGF2A2G2F2|E2A2d4B2G2G2B2|B2d2B2d2d2BdB2A2|B2F2E2D2F,2D2D2E2"
822,d2A2B2A2A2d2G2d2|d2B2B4A2FGF2B2|Bde2gf3f2e2e4|e2f2f2e2d2e2d2e2|B2A2B2A2B2d2G2d2|d3BB4A2G2F2B2|d2e2gf3f2e2e4|e2f2f2e2d2e2d2e2|F2D2E2F2A3BA2d2|A2GAA2B2BAG2F2d2|A2d2e4e2ded2e2|edf2f2e2d2e2B2d2|EFD2E2F2A2B2A2d2|A2GAA2B2B2G2F2d2|B2d2e4e2d2d2e2|e2f2f2e2B2e2B2de
823,"D2F,2D2E2D2E2F2d2|E2D2F,2D2D2F,2F,2D2|E,2D2D2E2F,2D2F,2E2|A2G2GAE2D4DF,3|D2F,2D2E2D2E2F2d2|E2D2F,2D2D2F,2F,2D2|E,2D2D2E2F,2D2F,2F2|BAG2A2E2D4D4|d2B2G2Bde2d2e2B2|G2A2F2A2A2FEFGB2|B4d2A2d2B2G2DE|D2EDD2F,2F,4F,4|d2A2A2B2e2d2e2dB|AGA2G2A2A2FEFGB2|B4B2A2d2B2G2DE|E3DDF,3F,4E,4"
824,"F,4D4A2FEG2F2|E3DD2F2A4A2B2|D2E2FEFGB2E2E2D2|F2G2E2D2D4F,2D2|F,4D4A2F2G2F2|EFE2D2F2A4A2dB|G2d2B3AB2e2e2de|e2d2Bd3ABF2D2F,D|F,4D4B2E2G2F2|F2EDD2F2A4A2B2|D4FEF2B2E2E2D2|E2FGE2D2D4F,2D2|E,2F,2D4B2E2G2F2|F2EDD2F2A4A2B2|BAe2d4B2e2d2e2|d4B3dB2ABd2e2"
825,"A2F2F,2D2FED2D2F2|B2d2d2fed4d2f2|e2deG2e2GFEFEDB2|B4A4G2D2FEA2|ABEFF,2D2EFD2D2F2|B2d2dB3E4ded2|e2A2fed2d2f2f2e2|d4G3AA2B2ABA2|B2F2D2E2F2D2D2F2|B2d2e2f2e2d2d2f2|e2d2G2deE2F2D2AB|B4A4G2D2FEBA|B2FGD2E2F2D2D2F2|B2d2F2d2FGFGEDF2|FG3f2BAedf2f2Bd|e2BdA3GAG3A2E2"
826,g4g2f2f2e2e2B2|BA3d2e2f2d2d2A2|e2d2A2B2d4A2e2|e2d2e2g2d4d4|g4g2f2f4e2d2|A4d2e2f2d2d2B2|e2dBA2B2dBA2fe3|e2g2g4g4f2d2|f2g2f2edf2d2G2e2|f2A2FGBdf2d2d2GA|e2B2A4d2e2def2|gfeff2g2f3ed2FE|f2g2fe2de2d2B2e2|gfA2GFBdf2d2B2A2|deB2G2d2B4g4|g4g4g4g2ed
827,"F,2D2F2B2B2dBB2A2|B2G2B2G2ABd2B2dB|E2F2G4dBd2ABG2|G2A2GAG2GFA2D2F2|F,2D2F2B2B2d2B2A2|B2G2B2AGB2d2B2d2|A4A2GFA3BA2GF|FE3E2F2D4FED2|F,2EDF2B2B2d2B2A2|B2G2B2A2B2d2B2d2|E2F2GFG2Bd3A2G2|G2A2G3FF2A2D2G2|F,2DEF2B2B2d2B2AB|B2G2B2A2B2d2B3d|BAB2A3BABA2AG3|F2E2G2A2FEFGdBd2"
828,"D2E2F2G2F2G2A4|A2D2E2D2E2F,2D4|D4E4F2G2A4|ABG2A2F2D2F,2E,2F,2|D2F2GFG2F2G2A4|A2D2E2D2FEF,2D4|G2B2E4F2GAABA2|B2G2A2F2EDF,2F,2D2|d2e2d4d4A2G2|GAd2e2f2d2A2B2d2|e2d2f2e2e2B2A2FE|A2G2A2F2D2F,2F,4|d2e2d4d3BA2G2|A2d2edf2d2A2d2f2|g4f4ed3B2A2|A3GA2G2D2F,2F,4"
829,d2B2A2B2B2A2A2B2|B2A2G2F2B2G2E2AG|G2D2D2E2B2ABE4|E2F2F2A2F2G2A2d2|d2B2A2B2B2A2A2B2|dBA2G2F2B2G2E2G2|G2D2ED3D4A3B|A3GF2A2F2G2A2d2|d2B2A2B2B2A2A2B2|d2A2G2F2B2G2E2A2|G2D2D2E2A4E2FE|E2F2F2A2GFG2A2d2|d2B2A2B2B2A2A2B2|d2A2G2F2B2G2E2A2|F2D2E2D2D4d2BA|dBAGA4G4A2d2
830,G2A2GAD2D4D2EF|AGE2EDFEF4E4|B2A2A2B2E4D2E2|E4E3DEDF2A2Bd|GFA2d2B2A4F4|A2D2E2F2F4E2F2|B2A2A2B2E4D2E2|F2E2E4E2GFA2GA|D2EGBA3A2d2d2e2|B4BA3ded2d4|G4G2A2B3dd4|e2g2f4g3fe4|AGD2B2d2f3ef2d2|e2B2d2A2e2d2d4|GAG2AGA2B4d4|d4A2Bde2B2AGd2
831,A2B2A4A2B2A2B2|d2e2d2B2dB3d2e2|d2BdB2A2G2EDG2d2|f4f4f2e2d4|d4d2B2B4d4|d4f2e2f3eg2f2|f2e2e2f2g2f2f2e2|B2A2A2E2G2E2EFE2|B2ABB4A2B2B2d2|d2edBdB2B2A2B2e2|d2B2B2A2G2E2A2d2|ef3fef2f2e2e2d2|d2e2d3Bd4e2d2|e3de2d2ed3A2e2|g2f2f2g2g4f2e2|d4d2B2G3AG2F2
832,D2G2B2A2ABA2A4|E2D2E2G2A4A2B2|B4B2dBd2B2d2e2|B2A2G2F2G2E2E2D2|D2G2B3AB2A2A4|E2D2E2G2AGF2G2A2|B4B4d2B2B2de|B2A2GAF2G2E2D4|E2G2A4G2F2G2F2|E4FEF2GFG2A2B2|B4B4d2B2B2e2|B2A2A2F2G2EDE2D2|E2G2d2A2B2A2B2GA|F2G2B2ABe2A2F2BA|A4ABd2d2B2B2e2|B2A2A2F2G2EDED3
833,B2A2A4E2G2F4|G2E2E2D2E2F2A2B2|A2F2A2F2G2F2E2D2|G2D2D4E4E2F2|B2A2A4E2G2G2F2|A2E2E2D2E2G2A2B2|A2F2B2F2G2F2E2D2|G2D2D4E4E2F2|A2F2GFABd2B2d4|A2d2A2B2d2AGG2A2|d4A2B2E2F2EFG2|E2B2G2E2F4E2A2|A2F2F2B2d2B2d4|A2d2A2B2d2AGFGA2|B2d2A4G4EFG2|E2B2G2E2E2F2DEF2
834,G4A2G2A4A2G2|E2A2d2A2A4F2d2|e4f4f2d2B2AB|B2A2d2G2GF2EF3G|G4A2GAA4A2G2|E2A2d2A2A4F2d2|e4f4f2d2B4|B2A2d2G2F4F4|B3dA4B4B2A2|F2B2d2A2BA3F2d2|e2f2f4e4d2B2|B2A2d2G2GF3E2F2|B2d2A4AB3B2A2|F2B2d2A2ABA2FGd2|e2f2f4f2edd2B2|B2A2d2AGG2F2FEF2
835,"D2F,2F2d2d2B2B2d2|d2A2d4B2F2AB3|E4A2B2f2dBd4|d2A2A2D2D2E2D2F,2|D2F,2GFd2d2B2B2d2|d2A2d4d2F2A2B2|EFE2A2d2f2d2d4|d2A2A2D2D2E2D2F,2|ABA2G2E2EDF2AGFE|D2GFE4E4G4|B2d2AGE2D4D2EF|A4A2D2D2E2D2F,2|ABA2G2EFD2F2AGF2|E2F2E4E4G4|B2d2A2E2D4D2EF|BA3A2D2D2E2D2F,2"
836,"e2A2A2d2BAB2ABe2|d2A2F4F,2E2A2G2|F2D2D2B2G2ABF2d2|G2ABd4f2e2e2d2|e2B2A2d2B2dBB2e2|d2A2F2GFF,2F2A2G2|F2D2FED2F,2DEAB3|B4A2G2E4F2E2|e2B2A2d2B4B2e2|d2A2F2G2F,2F2A2G2|F2D2D2B2G2B2F2d2|G2A2d3ef2e2feBA|e2B2A2d2B4B2e2|d2A2F4F,2F2A2G2|F2D2E2D2D2F2A2F2|B2AGA2B2G2E2F4"
837,"AGe2d2B2e4e2f2|e2f2f2efA2BAFEAB|E4D2EFF,2D2d2e2|e2dBB3Ad2ABd4|eBdfe4dBd2e2G2|ABAGefdBdeB2B3d|AGBdd2edd2B2edB2|d2B2de3d2A2G2D2|D2Bdd2e2e2f2e2g2|e2g2f2e2AGAGE2A2|E4D2E2F,4d2e2|ed3BdB2d4d2AB|ed2ed2fef2e2efd2|d2B2f2A2BdeBd2A2|e2B2d3BF2d2f2e2|e4d2e2d2ABB3d"
838,G4A4ABA2B3d|G2B2B2d2B3ABA2B|A2d2A2B2FEG2A2de|B2f2d4d2A2d2B2|dBd2G3AB2A2A4|ABG2B4d4e4|dB3B4B4B2A2|d4e3de2d2ABED|E3DFGA2A4ABdB|F2B2B2d2B2A2A2B2|A2d2A2BAF2G2A2de|B2e2d4d2B2d2B2|B3AEFG2G2FED2F2|ABA2d2F2A4AB2A|BdB2d4d4d3e|e4d2e2e2d2e2fg
839,"B2A2F2G2D4E2D2|E2A2d2A2A4GAE2|F2D2F,2D2F,2D2D2F,2|F,2d2A2B2B2A2G2B2|B2AGF2GAD4E2D2|E2A2d2A2A4GAE2|F2D2F,2D2F,2EDD2F,2|F,2d2A2B2d2A2AGd2|d3ee2d2f4g4|f2d2B2e2feB2B2d2|d2B2G2B2f4g2f2|e3fd2B2AB2AFGd2|d3ee2d2f4g4|f2d2B2e2feB2B4|B2d2e4f2d2e2d2|B2d2d2AGGABAFGA2"
840,"D2F,2F,2D2D2E2F2Bd|B4AG3GF3F2G2|G4E2G2G2A2B2f2|ded2AGF2FE3D2EF|D4F,2D2D2E2FEd2|d2B2G2A2G2F2F2G2|G4E2G2A4d2f2|e2d2A2F2EFE2E4|E2A2dBA2AGE2A2F2|F2A2d2A2B2G2G2B2|A2d2e2d2d4d2f2|d4A2F2F2E2D2E2|E2A2dBA2A2E2A2F2|F2A2d2A2B2G2Bde2|fedee2d2d4d2f2|d4A2F2E4D2E2"
841,"GFB2B2FEG4A2G2|F,2D2E2GAE2G2F3G|DEF2GFG2E2G2B2d2|G2B2A4B2A2B2A2|dBA2FGABA3GG3F|FGFGA4d2A2AGB2|A2d2B2AGGAEFF2ED|F4FG2FE3DD2F,2|FEFEG2F2F4A2GF|F,2D2E2F2E2F2E2FG|D2F2G4E2F2B2d2|FGB2A4B2A2BdEF|BGBAFGB2A2E2F,DED|E4A2F2BABABdAG|B4d2A2G4AGA2|ABA2G2A2F2E2F2B2"
842,A4G2A2B2d2e2d2|A3BG4A4A2B2|B2G2B2GFABAGB2F2|A2e2d4AGE2D4|A2B2G2A2B2d2e2d2|A2B2GAG2BA3A2d2|B2d2d2e2f4fefe|d2f2d4B2GFD2F2|A2B2AGA2B2d2e2d2|B4B4B2A2A2Bd|A2G2B2FGA4B2F2|A2e2d4A2E2D4|A2B2G2A2B2d2e2d2|BAB2B4B2A2A2B2|d4d2gfg4f2g2|f2g2f2e2e2f2e2de
843,"E2D2F,2D2D4D2E2|E2F,2F,2E,2E,2D2D2GA|G2d2F2d2G2A2AGA2|G2d2d2B2A2F2FEFG|E2D2F,2D2D4D2E2|E2D2F,2E,2E,2D2D2G2|GF3E2F,2DF,E2E4|D4F,2D2F,3E,F,2D2|EFD2F,2D2D4D2E2|E2F,2F,2E,2E,2D2D2G2|G2d2F2e2G2A2A4|FGBdd2B2A2FGF2EF|E2D2DF,D2D4D2E2|E2F,2F,2E,2E,2D2D2G2|E4E2F,2F,2E2FGD2|D4D4D2F,2DF,D2"
844,f4e4f2e2e2f2|edB2A2d2G2E2D2F2|G2F2G4d4A2GA|F4B2GAA3GA4|fef2e4f2e2e2f2|edB2A2d2G2E2D2F2|G2F2A2G2d2G2f2g2|g2f2e2fef2e2e2d2|e2f2e4f2e2e2f2|e2B2A2d2G2F2D2F2|G2F2A2GAd2BdA4|F3GABA2G4A2E2|ef3e4f2e2e2f2|e2B2A2d2G2F2D2F2|G2F2A2BAB2G2g2fg|g4g4g4g4
845,d2f2f2d2e2B2G2B2|A2B2A4d3ed2e2|f4f2e2e4f2g2|efe2B4B2A2e3d|d2e2f2e2e2f2f2e2|f2d2f2e2e2d2f2g2|efdBB4B2A2G2E2|D2F2FE3G2A2B2GA|d2e2fed2d2A2G2B2|A2B2A4dBd2d2e2|f4f4f3ef2g2|f4dBA2B2A2e2B2|edeff3ee2f2g2de|d2e2f2d2e2A2G2e2|ded2B4B2A2B2A2|E2G2G4A2G2B4
846,"E,2F,2D2A2A2F2DE3|F,2E,2E,2F,2F2A2d4|D2G2A2d2d3BG2E2|A2G2B4A4A2EF|E,2F,2D2B2A2F2E4|F,2E,2E,2F,2F2A2d4|D2G2A2d2d2BdG2E2|D4D4D4D3E|E,2F,2D2B2A2F2E4|F,2E,2E,2F,2F2A2d4|E2G2A2d2d2B2G2E2|A2GAd2B2A4GAEF|E,2F,2D2B2A2F2E4|F,2E,2E,2F,2GFA2d4|E2G2A2d2d2B2F2ED|D4D4D4D2F2"
847,"G2A2Bd3d2B2B2A2|F2E2d2B2G2E2D2G2|A2E2B2A2B2G2G2D2|E2D2E2F,2D4D2E2|FGA2d4d2B2B2A2|F2E2d2B2AGF2D2G2|A2E2B2A2B2G2A2D2|E2D2F2F,2D4D2ED|G2D2D4D2G2B2d2|B2AGD4D4G2F2|A2E2F,2D2D2F2DE2F|B2d2d4B2A2E2A2|FGD2D4D2G2B2d2|B2AGD4ED3G2F2|A2E2F,D3E2F2E2F2|B2e2d2BAA3GD2E2"
848,"E3FDEF,2F,2D2D2F2|D4D2E2F4D2G2|G2BAF4F,2D2A3B|B4A2G2B2A2AGBd|dAd2ABd2B2F2G2A2|A2GAB2A2G2F2D2FG|F2DED4F,D3F2G2|AGFGFG3E2D2E2D2|D3ED2F,2F,2D2D2FE|D4D4F3ED2G2|G2A2EF2EF,2D2G2A2|B4A2G2B2A2A2B2|edA2B2e2d2BdB2dB|B2dBd2G2G4E2F2|E2F2E2D2F,2D2F2A2|F4G2AGFGD2D4"
849,"D2F2G2F2A4F2E2|F,2E2F2G2A2BAB4|B2e2e4f2d2A2G2|A2d2d4B2AGF4|D2F2G2F2A2BAF2E2|F,2E2GFG2A2B2B2dB|B2dee2g2g2e2d4|d3BB2AGA2G2G2FG|D2GFG2F2A2B2F2E2|F,2E2G4A2B2B2d2|B2dee2f2f2d2A4|GAd2d4B2G2E4|D2G2G2F2A2B2F2E2|F,2E2G4A2B2B2d2|B2e2e2f2f2e2d2e2|e4ed2ee2d2d4"
850,"D3ED4FE3D4|D4D2E2D2G2D2A2|E2F2E2G2EDA2A2d2|e2f2f4f2d2f2d2|f2dBAB3BAd2d4|d4B3AA2GFG2EF|E2A2e4ded2dBF2|EFABF2EDD2F,2D4|F2D2D4D4D3F,|D4D2EDD2F2D2A2|E4E2GFD2GAA2d2|e2f2f4f2e2g2A2|dBd2d4d2BdB3G|G2FGAGE2G2E2FGE2|F2G2e2BAB2d2A4|A2G2F4F,4F,2E,F,"
851,E2D2D2G2d2A2A4|A2G2d2D2d2A2G4|F2G2G3Fd4B2A2|A4B2A2B2dBA2B2|E2D2EDG2d2A2A4|A2G2d2D2d2A2G4|F2G2A2d2e2d2A4|A4B2A2A4A2dB|A2F2FEAGd2A2A4|A2G2d2E2d2A2G2A2|A4A2G2d4B2A2|B2A2B2A2B4A2d2|A2F2F2G2d2A2A4|A2G2d2E2d2A2G4|A3Bd4f2d2B2A2|B2A2B2A2A2B2A4
852,f4d2B2B2A2A4|e4g2f2g4g2fg|g2e2BdA2B2G2A2BA|e4e4e2f2f2ed|f4d2B2B2A2A4|e3fg2f2g2e2e3f|e2d2A4B3Ad2f2|d4dBEFed3e4|e2f2d2B2d2A2A4|e2f2g2f2g4g4|g2e2d2ABB2G2GA3|e2d2e4e4f4|f4d2B2d2ABA4|e2f2g4g2efEDe2|deBAA4G2B2Bde2|d4B4d3Bd2B2
853,"E2D2F2G2G2A2E4|F,2D2D4D2F,2E,4|E,2F,2D2E2G2A2A2G2|F4d2AGA2E2GF3|F2D2G4AGA2E4|F,2D2E2D2D2F,2E,4|F,2D2D2E2GFA2A4|F4d2A2A2E2F4|g4d2e2d2B2BAB2|e4e4B2A2A4|d2e2e2d2d2B2B4|A4B2F2G2E2E3F|g2e2f2d2fgd2e2d2|e4e3dB2A2A2B2|g2f2f4e3dd3B|A3GB2G2F2E2D2EF"
854,d2B2G2B2d2A2D2F2|E4G4G2E2D2G2|G2F2E4B2deB3A|A4f2dBBdF2A2d2|d2BdG2B2d2A2D2F2|E4G4G2E2D2G2|f2e2g2fefe3g2f2|e2f2f2d2ABG2A2dB|d2BdG2B2d2A2D2F2|E4G4G2E2D2GA|GAGFE4B2deB2A2|AG3f2d2B2G2B2d2|d2B2G2B2d2A2D2F2|E4G4G2E2D2G2|e2d2f3ef2d2g2f2|g4g2e2d4Bd3
855,"E2D2E4F2E2E2G2|E2F2ED3D4F,2D2|D3EF4E4F2D2|D4F,4F,4DF,2D|E2D2E4F2E2E2G2|E2F2D4D4E,F,D2|D2E2F4E3FE2D2|D4F,4F,4F,2D2|F2E2E4E4F2E2|E2F2E2D2D4F,2D2|D2E2F2GFE2F2EFD2|D3F,F,4F,4D4|F2E2E4E4F2E2|E2F2E2D2D4F,2D2|D2E2F2GFE2F2E2D2|D2F,DF,4E,3F,E,4"
856,"B2G2d2B2A4B4|ED3E2D2D2F,2F,4|E4G4G4B2A2|G2F2B2G2EDE2E2FG|B2G2d2B2A4BdBA|E2D2E2D2D2F,2F,4|E4G2AGGFG2B2A2|GF2EB3AF2E2G2B2|e4G2d2d2B2A2d2|f2e2d4d4d2B2|d4B4A2B2EFG2|BA2GABG2AGAGA2G2|efe2G2d2d2B2A2d2|f2e2d4d4d2B2|d4B4B2A2G2A2|d2e2f4e2d2BABA"
857,A2f2e2d2B2A2A2GA|d4B2GFd2e2efd2|e2f2e2BdB3Ad4|d4BA3A2G2ABA2|A2f2e2d2B2A2A4|d4d2e2fe3f2g2|g2e2d4e4e2dB|BA3G4A4A4|A2f2e2d2B2A2A2GA|d3BB2G2d4e2d2|e4e2B2B2A2d4|d4BA3A2G2B2A2|A2f2e2d2B2A2A2G2|d2e2e2f2e4EDf2|f2d2d4d4d2B2|B4A4A2G2A4
858,"e2BAd2B2B2A2A4|G2D2DED2D4A2F2|G2F2d2B2B2G2A4|G2F2D2A2F,2F2EDF2|deB2d3BB2A2A4|G2D2E2D2E2D2A2F2|G4d2B2B2A2B2A2|G2F2D2A2F,2F2D2G2|F2D2F2A2B3dd4|d2BAF2A2d2B2d4|G2F2F2E2E4E4|G2A2GAG2D2A2F2BA|G2D2F2A2B3dd4|d2BAF2A2d2B2d4|G2F2F2E2EDEFEFd2|e2d2d2B2EDF2E2GA"
859,"E2A2B4B2A2A2F2|E2FEAGABA2B2A2E2|B2d2ded2d2e2d2B2|BA3GFA2G2F2FGF2|EFA2B4B2A2B2A2|B2d2B3AB2G2A2d2|d4d2A2F2E2F2D2|F,2D2GFE2E4E2D2|E2A2B4B2A2A2FE|D2E2G2A2A3BAGE2|B2dBded2d2e2d4|BdB2G2BAG4F2EF|E2B2B2A2A2G2G4|G4GFE2F2EFG2dB|Bd2BBdA2G3AE2FE|DE3G2A2F2A2A2B2"
860,"D4E2A2A2F2F2G2|A2GFF2A2A2G2G2F2|D4E4G2E2D2F,2|D4F,4DF,D2D3E|DED2E2A2A2F2F2G2|A2F2F2A2A2G2G2F2|D4E4G2E2D2F,2|D4F,4F,2D2D2ED|ABA2F2D2E2d2e2d2|d2e2e2d2e2d2d2B2|d2B2G4E2G2F2A2|d4E4D4D2G2|ABA2F2D2E2d2e2d2|d2e2e2d2e2d2d2B2|d2B2G4EFG2F2A2|BdA2E4D2EDD2FE"
861,"F4F4G2E2D4|D2E2F4F2A2F2G2|F,2EFE3FE2D2D4|E2D2E2GFA2D2E2F2|G2F2G2FGG2E2D4|D2E2F4G2A2F3G|E2AGF2E2AGd2A4|F2D2E4FGE2F2E2|d4BAB2A2G2D4|F2G2A4G2A2F2A2|D2A2F2A2E2D2D4|E2D2E2G2A2D2E2G2|G2E2EDE2A2F2D2E2|F2G2A4G2A2F2E2|E4F2E2A2d2BAD2|F2D2D4D4F4"
862,A2F2D2A2A2G2F2G2|E2F2A2BAD2F2A2F2|G2A2BAd2d4B4|AGA2e4g2e2f2AB|A2F2D2A2A2G2F2G2|F4A2BAD2F2A2GF|G2B2B2d2A2G2FGA2|B4B2G2FGDEFEGF|A2FED2A2A2G2F2G2|F4A3BD2F2A2G2|G2A2B2d2d4B4|AG2Ae4g2e2f2AG|A2E2D2A2A2G2F2G2|F4A3BD2F2A2G2|G2A2A2d2B2A2GA3|d2B2A2d2A2FEFGAB
863,"E,2D2F2E2G2D2D2F2|E4G4ABE2E2D2|D2F2ABFGA2FEd2A2|f4d2B2F4D4|E,2D2F2E2G2D2D2F2|E2A2E4F2GAA2e2|f3edeB2A2d2d2F2|E2DED4D4D2F,2|E,2D2F2E2G2D2D2F2|E4G4ABE2E2D2|D2E2A2F2A2F2dBA2|f2e2d2BAFGE2D2F,D|E,2D2F2E2G2D2D2F2|E2GFE4E2A2A2dB|f2e2d4B2d2dBF2|E4E2D2E2F2d4"
864,"E2D2D2G2A4F3E|e2f2f2e2d4e2d2|FE2FE2G2G2A2d2f2|g3fe2d2f4g2f2|gfe2AB3e2BAGAG2|A2GFF2E2GAd2ef3|gfg2g2f2e4e2d2|e2d2A2G2AB3BdED|F,DF,2D2F2FGF2F2E2|def2f2e2d4ded2|FE3D2F2F2A2B2ef|g4e4fgf2g2f2|B2dBABGFB2A2E2BA|EFEFA2GFABGFEFd2|g4g2fee2f2d4|efd2A2GAB4fe3"
865,"F2G2A4G2AGA2E2|D4E2G2E4F,4|F,4F,2D2F,2D2F,4|E,4F,4F,4D4|G4A4G4A2E2|D2E2D2F,2F,4D2E,2|F,2EDF4E2G2AGE2|F,4F,D3D3EE4|F2G2A4G4A2E2|D4E2G2E3DF,2E,2|F,4F,2D2F,2D2F,4|E,4F,4F,4EDF,2|AGBAA3BG4FGE2|D4F,4D4D2E,2|F,2D2FEF2E2FGE2D2|F,4F,4F,4F,2E,2"
866,"F2E2G2F2D2F2F3G|G2F2G2A2B4G2FE|D2E2FEF,2E2D2D4|E2D2D4F,2E2DF,E2|F2E2A2F2D2F2F2G2|G3FG2A2B4G2FE|D2E2F2F,2E2D2D4|E2D2D4F,2E2D4|DED2G2F2D2G2F2G2|GAG2G2A2B4G2F2|D2E2F2F,2E2D2D4|E4D4F,2E2D2E2|DE2DG2F2D2G2F2G2|GAG2G2A2B4A2F2|D2E2FEF,2E2D2D4|ED3G2D2F,2E2D2E2"
867,"G2d2B2G2F,2E2G2B2|e2d2f4f2d2d2B2|B4d4d2G2F2A2|A2B2d4G2d2GFA2|G2d2B2G2F,2E2G2B2|e2d2f4f2edd2B2|B4d4d2A2G2A2|A2G2E4B2FEA2FE|G2d2B2G2F,2E2A2B2|e2d2f4f2e2d2B2|B4d4d2G2G3A|A2B2B2d2A2e2FGdB|G2d2B2G2F,2E2GAB2|e2d2f4f2e2d2B2|B4d4d2A2A2B2|ABA2GAGAdBEFED3"
868,d2B2GAG2E2G2A2B2|d2e2d4B2A2B2G2|B4F2A2B2A2G2B2|A2B2B2A2AB3A2d2|d2B2A2G2E2G2A2B2|d2e2d4d2A2B2G2|B4F2B2B2A2G2B2|A2B2B2A2BAdBA2d2|B4A2G2E2G2A2B2|d2e2d4d2A2B2G2|B4F2B2B2A2G2B2|A2B2B2A2A2B2A2B2|B4AG3E2G2A2B2|d2e2d4d2A2B2G2|B4F2B2B2A2G2B2|A2BdB2A2A2B2A3B
869,"G2A2G3AF2E2D2E2|A2G2F4G2A2A2G2|A4A4G3FD4|G2E2D4D4E2G2|G2A2G2A2G2E2D2E2|A2G2F4G2A2A2G2|A4A4A2G2D4|F,4D4E2F2G4|G2A2G2A2GFE2D2E2|A2G2F4G2A2A2G2|A4G2A2A2G2D4|G2DED4D4F2G2|G2A2G2A2FGE2D2E2|A2G2F4G2A2A2G2|A4G2A2A2G2D4|F,4E2D2A4AG3"
870,"F,2D2D2E2ED3D4|D2F,2F,4E2D2F,4|F,2DED2G2D2A2BAF2|A2BAA2G2A2D2D4|DED2E4E2D2E4|D2G2E,4F,E,F,E,E,2F,2|E,2D2D2F,DD4D2F,D|F,4F,2DF,F,2E,2F,2D2|D4F,2DED4D4|F,4F,4D4F,4|F,2D2D2G2D2G2A2F2|A2B2BAGAB2D2E2F,2|D4D2F2A2E2D2GF|F,DF,2E,2F,2F,3DF,DE,2|E,2F,2D2F,2DF,F2E3D|F,D3D4E,2F,2F,3D"
871,d2e2e4d4B2e2|e2d2e2d2d2A2A2B2|d4A2B2e2d2d2e2|e2d2e2d2d2B2d3e|d2e2e4d4B2e2|e2d2e3dd2A2A2d2|d4A2B2e2d2d2e2|e2d2e2dBd4B2d2|d2e2d2e2d4B2e2|d4e2d2d2A2A2d2|d4A2B2e2d2d2f2|e2d2e2d2B3dB4|d2e2d2e2d4B2e2|d4e2d2d2A2A2d2|d4A2B2e2d2d2ef|e2d2e2d2B4Bdf2
872,"EDE2d2A2G2F2A2d2|B2AGG2d2B2A2G4|D2B2fed2e2BAe4|e4e4e2f2e2de|D2B2B2A2G2F2A2d2|B2A2G2d2B2A2G2AG|D2ABF2E2D2BdA2G2|G2A2A2FEED3D2E,2|D4A2G2F3GA2d2|B2G2G2d2B2A2A4|D2B2e2d2e2B2ede2|e2f2e4f4efd2|FGF2e2A2F2G2A2d2|B2G2G2d2B2A2A4|E2d2G2F2D2G2GFE2|FG3G4ED3D4"
